id,dataset,source_file,source_line_no,processed_file,original_id,question,choices,correct_answer,predicted_label,predicted_label_name,reason,classifier_model
gold_000058,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,210,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000210,Which concept is used to make sure that the source of data is genuine?,A) Authenticity | B) Integrity | C) Confidentiality | D) Availability,A,SCLC00701,Foundational concepts,"The question tests core security vocabulary around authenticity, a fundamental CIA-triad adjacent concept.",anthropic/claude-sonnet-4.6
gold_000059,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1072,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001072,Which best describes the concept of 'security through obscurity'?,A) Concealing security measures to deter attackers | B) Publicly sharing security protocols | C) Implementing effective access controls | D) Relying on strong encryption,A,SCLC01601,General theory,Security through obscurity is an abstract security concept and textbook theory about hiding mechanisms as a defense strategy.,anthropic/claude-sonnet-4.6
gold_000060,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1108,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001108,How does an ISMS protect by degrees according to the key principles outlined in the security management handbook?,A) By eliminating all forms of risk | B) By reducing residual risk to an acceptable level | C) By implementing stringent controls | D) By insulating the organization from all vulnerabilities,A,SCLC00701,Foundational concepts,ISMS principles and residual risk management are core security vocabulary and foundational security management concepts.,anthropic/claude-sonnet-4.6
gold_000061,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1427,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001427,What is one of the recommended methods to limit the security risk to a Windows workstation?,A) Frequent logins with the Administrator account | B) Practice of good data handling | C) Sharing of passwords among team members | D) Visible storage of private or sensitive data,A,SCLC00301,Defensive measures,"The question asks about recommended controls to reduce security risk on a Windows workstation, fitting defensive measures.",anthropic/claude-sonnet-4.6
gold_000062,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1590,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001590,What is one advantage of symmetric encryption over asymmetric encryption?,A) Faster encryption and decryption | B) Better resistance to brute-force attacks | C) Easier key distribution | D) Higher level of security,A,SCLC00701,Foundational concepts,The question tests core cryptography vocabulary comparing symmetric vs asymmetric encryption properties.,anthropic/claude-sonnet-4.6
gold_000063,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,68,data/processed/qwen_combined/mmlu/computer_security/test.jsonl,scale_c_000189,Which of the following are benefits of penetration testing?,A) Results are often reproducible | B) Full evidence of security: a clean test means a secure system | C) Compositionality of security properties means tested components are secure even if others change | D) Makes an adversarial neural network converge more quickly,A,SCLC00701,Foundational concepts,Penetration testing benefits are core security vocabulary and foundational principles in cybersecurity practice.,anthropic/claude-sonnet-4.6
gold_000064,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,39,data/processed/qwen_combined/mmlu/computer_security/test.jsonl,scale_c_000160,"Let I = (S,V)I=(S,V) be a MAC. Suppose S(k,m)S(k,m) is always 5 bits long. Can this MAC be secure?","A) No, an attacker can simply guess the tag for messages | B) It depends on the details of the MAC | C) Yes, the attacker cannot generate a valid tag for any message | D) Yes, the PRG is pseudorandom",A,SCLC01601,General theory,The question tests abstract cryptographic theory about MAC security and tag length guessing probability.,anthropic/claude-sonnet-4.6
gold_000065,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,403,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000403,How did 3DES improve on DES?,A) Used three keys | B) Used two keys | C) Changed algorithms | D) Made the key longer,A,SCLC01601,General theory,3DES vs DES is an abstract cryptographic concept about encryption algorithm design and key management theory.,anthropic/claude-sonnet-4.6
gold_000066,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1581,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001581,Which encryption process involves taking plain text and using a key to convert it into cipher text?,A) Frequency analysis | B) Encryption | C) Cryptanalysis | D) Decryption,A,SCLC00701,Foundational concepts,The question tests basic understanding of encryption as a core security vocabulary and principle.,anthropic/claude-sonnet-4.6
gold_000067,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,371,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000371,How many stages are used in the WPA handshake?,A) One | B) Two | C) Four | D) Three,A,SCLC00701,Foundational concepts,"WPA handshake stages are core wireless security protocol knowledge, a foundational cybersecurity concept.",anthropic/claude-sonnet-4.6
gold_000068,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1061,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001061,"In public-key cryptography, which key is kept private and known only to the owner?",A) Public key | B) Shared key | C) Private key | D) Master key,A,SCLC00701,Foundational concepts,This question tests core cryptography vocabulary about public-key infrastructure and key types.,anthropic/claude-sonnet-4.6
gold_000069,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1079,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001079,What is the primary function of access control administration?,A) Periodic risk assessment | B) Enforcement of security policies | C) Data recovery | D) Intrusion detection,A,SCLC00901,Authentication/Authorization,"Access control administration directly concerns managing identity, permissions, and enforcing who can access what resources.",anthropic/claude-sonnet-4.6
gold_000070,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1029,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001029,Which type of secret key algorithm is used in IPsec for encryption and decryption?,A) Hash functions | B) RSA algorithm | C) Block ciphers | D) Stream ciphers,A,SCLC00701,Foundational concepts,The question tests core security vocabulary about IPsec encryption algorithms and symmetric key cryptography fundamentals.,anthropic/claude-sonnet-4.6
gold_000071,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,45,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000045,"Dora, a security administrator, is configuring access for a new employee in the manufacturing department. She ensures access to the manufacturing area while excluding access to the parts storage area. What best describes the principle Dora is applying?",A) Principle of authentication | B) Two-person rule | C) Need to know | D) Least privilege,A,SCLC00901,Authentication/Authorization,"The question involves access control decisions—granting and restricting permissions based on role, which is core authorization.",anthropic/claude-sonnet-4.6
gold_000072,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1647,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001647,Which encryption method is classified as a symmetric key cryptography?,A) Diffie-Hellman | B) RSA | C) AES | D) Diffusion,A,SCLC00701,Foundational concepts,The question tests core cryptography vocabulary by identifying symmetric key encryption methods like AES.,anthropic/claude-sonnet-4.6
gold_000073,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,94,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000094,Which technology enables a secure connection into a private network through a public network such as the Internet?,A) Firewall | B) Virtual private network (VPN) | C) Intrusion detection system (IDS) | D) Network segmentation,A,SCLC00801,Infrastructure protection,"VPN technology secures network connections over public infrastructure, a core infrastructure protection concept.",anthropic/claude-sonnet-4.6
gold_000074,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1277,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001277,What is used to create a digital fingerprint of the data to demonstrate its integrity in digital evidence management?,A) Chain of custody records | B) Hash functions | C) Incident reports | D) Security policies,A,SCLC00701,Foundational concepts,Hash functions creating digital fingerprints for data integrity is a core security/forensics concept.,anthropic/claude-sonnet-4.6
gold_000075,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,175,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000175,Which term refers to the model used to describe communications protocols and their functions?,A) Network stack | B) OSI model | C) Network headers | D) TCP/IP architecture,A,SCLC01601,General theory,The OSI model is an abstract textbook concept describing communication protocol layers and functions.,anthropic/claude-sonnet-4.6
gold_000076,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,488,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000488,"In the RSA cryptosystem, what is commonly used as the public key?","A) The decryption exponent | B) The encryption exponent | C) The sum of the prime numbers p and q | D) The modulus N and encryption exponent e (N,e)",A,SCLC00701,Foundational concepts,RSA cryptosystem public key structure is a core cryptographic and security vocabulary concept.,anthropic/claude-sonnet-4.6
gold_000077,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1610,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001610,"What makes digital watermarking a limited form of steganography, only appropriate for protecting and proving ownership?",A) It securely encrypts the file | B) It compresses the file into a smaller size | C) It introduces errors into the file | D) It modifies the file without obstructing its use,A,SCLC01601,General theory,Digital watermarking and steganography are abstract security concepts covered in textbook security theory.,anthropic/claude-sonnet-4.6
gold_000078,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1582,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001582,What is the fundamental flaw of using the one-time pad for encryption?,A) The circular dependency of frequency analysis | B) The randomness of generated numbers | C) Key length is not the same as the length of the plain text | D) The use of XOR function,A,SCLC01601,General theory,One-time pad key length requirements are abstract cryptographic theory concepts covered in textbook security education.,anthropic/claude-sonnet-4.6
gold_000079,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/dev.jsonl,1,data/processed/qwen_combined/mmlu/computer_security/dev.jsonl,scale_c_000117,SHA-1 has a message digest of,A) 160 bits | B) 512 bits | C) 628 bits | D) 820 bits,A,SCLC00701,Foundational concepts,SHA-1 message digest size is a core cryptographic/security vocabulary concept.,anthropic/claude-sonnet-4.6
gold_000080,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,431,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000431,"Which tool provides a layered look at all the protocols in a capture, showing percentages for all protocols?",A) Netcat | B) Ethereal | C) Wireshark | D) tshark,A,SCLC00801,Infrastructure protection,Wireshark's protocol hierarchy feature is a network analysis tool used for monitoring and protecting infrastructure.,anthropic/claude-sonnet-4.6
gold_000081,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,28,data/processed/qwen_combined/mmlu/computer_security/test.jsonl,scale_c_000149,To verify a digital signature we need the,A) Sender’s Private key | B) Sender’s Public key | C) Receiver’s Private key | D) Receiver’s Public key,B,SCLC00901,Authentication/Authorization,Digital signature verification uses public key cryptography to authenticate the sender's identity.,anthropic/claude-sonnet-4.6
gold_000082,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1298,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001298,What is the primary function of a secure token service (STS) in a web services security architecture?,A) To establish secure communication channels between web services. | B) To perform biometric authentication for user access. | C) To detect and prevent external network attacks. | D) To issue security tokens for authentication and authorization.,A,SCLC00901,Authentication/Authorization,"STS issues security tokens used for authenticating and authorizing access in web services, a core identity/access control concept.",anthropic/claude-sonnet-4.6
gold_000083,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1080,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001080,"Which type of attack is designed to imitate another entity to obtain sensitive information, such as login credentials?",A) DoS | B) Spoofing | C) Phishing | D) Malware,A,SCLC00201,Social engineering,"Spoofing/phishing attacks impersonate entities to deceive victims into revealing sensitive credentials, a core social engineering concept.",anthropic/claude-sonnet-4.6
gold_000084,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,764,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000764,Which of the following is considered part of the human attack surface in cybersecurity?,A) Open ports on servers | B) Software vulnerabilities | C) Phishing emails | D) Social engineering attacks,A,SCLC00201,Social engineering,"The question focuses on human attack surface elements like phishing and social engineering, which are human-targeted deception techniques.",anthropic/claude-sonnet-4.6
gold_000085,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,404,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000404,How did 3AES improve on AES?,A) Used three keys | B) Used two keys | C) Changed algorithms | D) None of the above,A,SCLC00701,Foundational concepts,"The question asks about cryptographic algorithm improvements, a core security concept involving AES variants.",anthropic/claude-sonnet-4.6
gold_000086,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,658,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000658,Why does the IKE protocol encapsulate IPsec packets into UDP or TCP when a NAT device is detected?,A) To ensure the port mapping is kept open by the NAT device | B) To enhance encryption | C) To optimize packet delivery | D) To distribute KEEPALIVE packets,A,SCLC02201,Secure communication,IKE/IPsec NAT traversal encapsulation is a secure communication protocol mechanism for encrypted tunnel establishment.,anthropic/claude-sonnet-4.6
gold_000087,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,96,data/processed/qwen_combined/mmlu/computer_security/test.jsonl,scale_c_000217,Why would a ping sweep be used?,A) To identify live systems | B) To locate live systems | C) To identify open ports | D) To locate firewalls,A,SCLC00801,Infrastructure protection,Ping sweeps are network reconnaissance techniques used to discover live hosts within infrastructure.,anthropic/claude-sonnet-4.6
gold_000088,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1518,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001518,How do blacklists help prevent spam?,A) By encrypting all incoming e-mails | B) By modifying the content of incoming e-mails | C) By adding sensitive information to the spam database | D) By filtering out e-mails from specific IP addresses,A,SCLC00202,Email,"The question addresses spam prevention via blacklists, which is an email-based threat mitigation technique.",anthropic/claude-sonnet-4.6
gold_000089,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1680,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001680,What is the purpose of a VPN (Virtual Private Network)?,A) To broadcast public Wi-Fi signals | B) To create a secure and private connection over the internet | C) To manage social media accounts | D) To restrict access to authorized personnel,A,SCLC02201,Secure communication,VPNs create encrypted tunnels for secure private communication over public internet infrastructure.,anthropic/claude-sonnet-4.6
gold_000090,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,202,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000202,Which layer of the OSI model does user-to-network connectivity primarily leverage through a virtual private network (VPN)?,A) Transport layer | B) Application layer | C) Data link layer | D) Network layer,A,SCLC00701,Foundational concepts,"The question tests core networking knowledge about OSI model layers and VPN operation, which are foundational security concepts.",anthropic/claude-sonnet-4.6
gold_000091,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,986,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000986,How can an organization mitigate the risk of untrusted content accessed by mobile devices?,A) By using only approved applications from known parties | B) By training personnel on the risks and disabling camera use on corporate devices | C) By prohibiting the use of location services | D) By enabling anti-virus software on all devices,A,SCLC00301,Defensive measures,"The question asks about organizational controls to reduce risk from untrusted mobile content, covering defensive security practices.",anthropic/claude-sonnet-4.6
gold_000092,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,291,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000291,What is the primary purpose of using hashdump or mimikatz in the context of system hacking?,A) To capture network traffic for hash cracking | B) To identify the user accounts present on the system | C) To retrieve configuration details of the target system | D) To obtain password hashes from the Windows operating system,A,SCLC00101,Credential management,Hashdump and Mimikatz are tools used to extract password hashes and credentials from Windows systems.,anthropic/claude-sonnet-4.6
gold_000093,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1383,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001383,What does the likelihood determination step in risk assessment provide an indication of?,A) The estimated cost of implementing security controls | B) The expected impact of a realized threat | C) The probability that a potential vulnerability might be exploited | D) The motivation level of potential threat-sources,A,SCLC00701,Foundational concepts,"This question covers core risk assessment vocabulary, specifically the likelihood determination step in standard security risk methodology.",anthropic/claude-sonnet-4.6
gold_000094,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1150,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001150,At what maturity level does the security team not focus solely on technical matters but also understand the business and speak its language to frame risks relevant to business decision makers?,A) Level 2 | B) Level 4 | C) Level 3 | D) Level 1,A,SCLC02301,Professional perspective,"The question addresses security team maturity and aligning security communication with business decision-making, a professional/practitioner perspective.",anthropic/claude-sonnet-4.6
gold_000095,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1159,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001159,"In the context of cybersecurity, what does the existence of a collective bargaining unit primarily do?",A) Removes management power to abuse and exploit | B) Impacts the fundamental characteristics of a cultural archetype | C) Influences the formal distribution of authority and accountability | D) Changes the depth of hierarchy in the formal organization,A,SCLC02301,Professional perspective,Collective bargaining units relate to workplace/organizational dynamics from a professional and industry practitioner perspective in cybersecurity contexts.,anthropic/claude-sonnet-4.6
gold_000096,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,140,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000140,"What security solution collects and analyzes data from a variety of tools, logs, and system components to help the organization learn about threats and prevent security incidents?",A) Vulnerability Scanning | B) Intrusion Detection System (IDS) | C) Security Information and Event Management (SIEM) System | D) Firewall,A,SCLC00801,Infrastructure protection,SIEM systems are core infrastructure security tools that aggregate logs and data to detect and prevent threats across systems.,anthropic/claude-sonnet-4.6
gold_000097,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1074,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_001074,What is the practice of inspecting and filtering incoming and outgoing network traffic?,A) Network Address Translation (NAT) | B) Domain Name System (DNS) | C) Intrusion Prevention System (IPS) | D) Data Loss Prevention (DLP),A,SCLC01101,Firewalls,"The question describes packet filtering and traffic inspection, core firewall and perimeter security concepts.",anthropic/claude-sonnet-4.6
gold_000098,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,136,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000136,What kind of attack intercepts and reads packets to understand the state of the communication taking place and makes contextual decisions regarding what traffic to allow and deny?,A) Stateful/Dynamic Firewall | B) Spyware | C) Malware | D) Phishing,A,SCLC01101,Firewalls,"The question describes stateful packet inspection, a core firewall concept that tracks communication state to filter traffic.",anthropic/claude-sonnet-4.6
gold_000099,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,687,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000687,What is the most common network issue when setting up IPsec?,A) Failure to implement DHCP properly | B) Blocking of UDP 500 and 4500 by a firewall | C) Improper implementation of TCP MSS Clamping | D) Loss of interprocess communication due to security policies,A,SCLC01101,Firewalls,"The question centers on firewall blocking of UDP ports 500 and 4500, a classic firewall-related IPsec setup issue.",anthropic/claude-sonnet-4.6
gold_000100,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,26,data/processed/qwen_combined/CyberMetric/CyberMetric-10000-v1.jsonl,scale_c_000026,What is the first thing a cyberattacker would want to do to launch an attack against an organization?,"A) Deploy malware. | B) Learn about the organization’s business, including domain names, corporate information, facilities, names of employees, etc. | C) Learn about the organization’s vulnerabilities. | D) Steal data.",A,SCLC02001,Advanced cyber threats,"The question addresses attacker reconnaissance methodology, a foundational step in sophisticated cyber attack campaigns against organizations.",anthropic/claude-sonnet-4.6
