id,dataset,source_file,source_line_no,question,correct_answer,gold_topic_id,gold_topic_name,gold_coarse_id,gold_coarse_name,gold_reason,embedding_topic_id,embedding_topic_name,embedding_coarse_id,embedding_coarse_name,embedding_model,embedding_matched,embedding_topic_id_match,embedding_topic_name_match,embedding_coarse_id_match,embedding_coarse_name_match,nli_topic_id,nli_topic_name,nli_coarse_id,nli_coarse_name,nli_model,nli_matched,nli_topic_id_match,nli_topic_name_match,nli_coarse_id_match,nli_coarse_name_match
gold_000051,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,256,What does the QoD column in vulnerability scanning tools represent?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,QoD (Quality of Detection) is a core vocabulary term used in vulnerability scanning tools and security fundamentals.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000052,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,357,"In WPA2, what does the Group Temporal Key (GTK) primarily function as?",A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,GTK in WPA2 is a core wireless security concept covering encryption key roles and protocol fundamentals.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC01301,Location leaks,SLCA007,Applications & workplace,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000053,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,765,"In the context of cybersecurity, what does the term 'availability' refer to?",A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,"Availability is a core CIA triad principle, fundamental cybersecurity vocabulary.",SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000054,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,838,"In the RSA public-key encryption scheme, what does the value 'n' represent?",A,SCLC01601,General theory,SLCA001,Fundamentals & governance,RSA encryption mechanics and mathematical components are abstract cryptographic theory concepts.,SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000055,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1448,What measure can be taken to improve the physical security of a UNIX workstation?,A,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,Enabling BIOS password is a system hardening measure to protect physical access to a UNIX workstation.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000056,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,388,What is the term used for the technique of storing shellcode in multiple places in the heap and redirecting the return address there?,A,SCLC02401,App security,SLCA007,Applications & workplace,Heap spraying is an application-level exploitation technique targeting memory allocation to execute shellcode.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000057,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,928,"In public-key encryption for one-way authentication, what is the function of the digital signature?",A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,Digital signatures and public-key encryption are core cryptographic security vocabulary and principles.,SCLC00501,Psychological manipulation,SLCA003,Human & social threats,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000058,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,210,Which concept is used to make sure that the source of data is genuine?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,"The question tests core security vocabulary around authenticity, a fundamental CIA-triad adjacent concept.",SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000059,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1072,Which best describes the concept of 'security through obscurity'?,A,SCLC01601,General theory,SLCA001,Fundamentals & governance,Security through obscurity is an abstract security concept and textbook theory about hiding mechanisms as a defense strategy.,SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000060,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1108,How does an ISMS protect by degrees according to the key principles outlined in the security management handbook?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,ISMS principles and residual risk management are core security vocabulary and foundational security management concepts.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000061,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1427,What is one of the recommended methods to limit the security risk to a Windows workstation?,A,SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,"The question asks about recommended controls to reduce security risk on a Windows workstation, fitting defensive measures.",SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000062,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1590,What is one advantage of symmetric encryption over asymmetric encryption?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,The question tests core cryptography vocabulary comparing symmetric vs asymmetric encryption properties.,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000063,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,68,Which of the following are benefits of penetration testing?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,Penetration testing benefits are core security vocabulary and foundational principles in cybersecurity practice.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000064,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,39,"Let I = (S,V)I=(S,V) be a MAC. Suppose S(k,m)S(k,m) is always 5 bits long. Can this MAC be secure?",A,SCLC01601,General theory,SLCA001,Fundamentals & governance,The question tests abstract cryptographic theory about MAC security and tag length guessing probability.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000065,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,403,How did 3DES improve on DES?,A,SCLC01601,General theory,SLCA001,Fundamentals & governance,3DES vs DES is an abstract cryptographic concept about encryption algorithm design and key management theory.,SCLC00201,Social engineering,SLCA003,Human & social threats,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000066,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1581,Which encryption process involves taking plain text and using a key to convert it into cipher text?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,The question tests basic understanding of encryption as a core security vocabulary and principle.,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000067,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,371,How many stages are used in the WPA handshake?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,"WPA handshake stages are core wireless security protocol knowledge, a foundational cybersecurity concept.",SCLC02501,Behavioral security,SLCA003,Human & social threats,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000068,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1061,"In public-key cryptography, which key is kept private and known only to the owner?",A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,This question tests core cryptography vocabulary about public-key infrastructure and key types.,SCLC02601,Remote/Traveling security,SLCA007,Applications & workplace,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000069,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1079,What is the primary function of access control administration?,A,SCLC00901,Authentication/Authorization,SLCA002,Identity & access,"Access control administration directly concerns managing identity, permissions, and enforcing who can access what resources.",SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000070,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1029,Which type of secret key algorithm is used in IPsec for encryption and decryption?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,The question tests core security vocabulary about IPsec encryption algorithms and symmetric key cryptography fundamentals.,SCLC02601,Remote/Traveling security,SLCA007,Applications & workplace,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000071,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,45,"Dora, a security administrator, is configuring access for a new employee in the manufacturing department. She ensures access to the manufacturing area while excluding access to the parts storage area. What best describes the principle Dora is applying?",A,SCLC00901,Authentication/Authorization,SLCA002,Identity & access,"The question involves access control decisions—granting and restricting permissions based on role, which is core authorization.",SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000072,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1647,Which encryption method is classified as a symmetric key cryptography?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,The question tests core cryptography vocabulary by identifying symmetric key encryption methods like AES.,SCLC02301,Professional perspective,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000073,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,94,Which technology enables a secure connection into a private network through a public network such as the Internet?,A,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,"VPN technology secures network connections over public infrastructure, a core infrastructure protection concept.",SCLC02501,Behavioral security,SLCA003,Human & social threats,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000074,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1277,What is used to create a digital fingerprint of the data to demonstrate its integrity in digital evidence management?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,Hash functions creating digital fingerprints for data integrity is a core security/forensics concept.,SCLC00901,Authentication/Authorization,SLCA002,Identity & access,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000075,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,175,Which term refers to the model used to describe communications protocols and their functions?,A,SCLC01601,General theory,SLCA001,Fundamentals & governance,The OSI model is an abstract textbook concept describing communication protocol layers and functions.,SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000076,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,488,"In the RSA cryptosystem, what is commonly used as the public key?",A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,RSA cryptosystem public key structure is a core cryptographic and security vocabulary concept.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000077,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1610,"What makes digital watermarking a limited form of steganography, only appropriate for protecting and proving ownership?",A,SCLC01601,General theory,SLCA001,Fundamentals & governance,Digital watermarking and steganography are abstract security concepts covered in textbook security theory.,SCLC00601,Internal risks,SLCA007,Applications & workplace,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC01301,Location leaks,SLCA007,Applications & workplace,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000078,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1582,What is the fundamental flaw of using the one-time pad for encryption?,A,SCLC01601,General theory,SLCA001,Fundamentals & governance,One-time pad key length requirements are abstract cryptographic theory concepts covered in textbook security education.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000079,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/dev.jsonl,1,SHA-1 has a message digest of,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,SHA-1 message digest size is a core cryptographic/security vocabulary concept.,SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000080,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,431,"Which tool provides a layered look at all the protocols in a capture, showing percentages for all protocols?",A,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,Wireshark's protocol hierarchy feature is a network analysis tool used for monitoring and protecting infrastructure.,SCLC02301,Professional perspective,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000081,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,28,To verify a digital signature we need the,B,SCLC00901,Authentication/Authorization,SLCA002,Identity & access,Digital signature verification uses public key cryptography to authenticate the sender's identity.,SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000082,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1298,What is the primary function of a secure token service (STS) in a web services security architecture?,A,SCLC00901,Authentication/Authorization,SLCA002,Identity & access,"STS issues security tokens used for authenticating and authorizing access in web services, a core identity/access control concept.",SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000083,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1080,"Which type of attack is designed to imitate another entity to obtain sensitive information, such as login credentials?",A,SCLC00201,Social engineering,SLCA003,Human & social threats,"Spoofing/phishing attacks impersonate entities to deceive victims into revealing sensitive credentials, a core social engineering concept.",SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000084,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,764,Which of the following is considered part of the human attack surface in cybersecurity?,A,SCLC00201,Social engineering,SLCA003,Human & social threats,"The question focuses on human attack surface elements like phishing and social engineering, which are human-targeted deception techniques.",SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000085,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,404,How did 3AES improve on AES?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,"The question asks about cryptographic algorithm improvements, a core security concept involving AES variants.",SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000086,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,658,Why does the IKE protocol encapsulate IPsec packets into UDP or TCP when a NAT device is detected?,A,SCLC02201,Secure communication,SLCA005,Network & secure comms,IKE/IPsec NAT traversal encapsulation is a secure communication protocol mechanism for encrypted tunnel establishment.,SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000087,mmlu/computer_security,data/raw/huggingface/mmlu/computer_security/test.jsonl,96,Why would a ping sweep be used?,A,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,Ping sweeps are network reconnaissance techniques used to discover live hosts within infrastructure.,SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000088,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1518,How do blacklists help prevent spam?,A,SCLC00202,Email,SLCA003,Human & social threats,"The question addresses spam prevention via blacklists, which is an email-based threat mitigation technique.",SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000089,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1680,What is the purpose of a VPN (Virtual Private Network)?,A,SCLC02201,Secure communication,SLCA005,Network & secure comms,VPNs create encrypted tunnels for secure private communication over public internet infrastructure.,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000090,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,202,Which layer of the OSI model does user-to-network connectivity primarily leverage through a virtual private network (VPN)?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,"The question tests core networking knowledge about OSI model layers and VPN operation, which are foundational security concepts.",SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000091,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,986,How can an organization mitigate the risk of untrusted content accessed by mobile devices?,A,SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,"The question asks about organizational controls to reduce risk from untrusted mobile content, covering defensive security practices.",SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC01501,Header checks,SLCA003,Human & social threats,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000092,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,291,What is the primary purpose of using hashdump or mimikatz in the context of system hacking?,A,SCLC00101,Credential management,SLCA002,Identity & access,Hashdump and Mimikatz are tools used to extract password hashes and credentials from Windows systems.,SCLC01601,General theory,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000093,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1383,What does the likelihood determination step in risk assessment provide an indication of?,A,SCLC00701,Foundational concepts,SLCA001,Fundamentals & governance,"This question covers core risk assessment vocabulary, specifically the likelihood determination step in standard security risk methodology.",SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,yes,yes,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000094,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1150,At what maturity level does the security team not focus solely on technical matters but also understand the business and speak its language to frame risks relevant to business decision makers?,A,SCLC02301,Professional perspective,SLCA001,Fundamentals & governance,"The question addresses security team maturity and aligning security communication with business decision-making, a professional/practitioner perspective.",SCLC02501,Behavioral security,SLCA003,Human & social threats,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000095,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1159,"In the context of cybersecurity, what does the existence of a collective bargaining unit primarily do?",A,SCLC02301,Professional perspective,SLCA001,Fundamentals & governance,Collective bargaining units relate to workplace/organizational dynamics from a professional and industry practitioner perspective in cybersecurity contexts.,SCLC00601,Internal risks,SLCA007,Applications & workplace,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000096,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,140,"What security solution collects and analyzes data from a variety of tools, logs, and system components to help the organization learn about threats and prevent security incidents?",A,SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,SIEM systems are core infrastructure security tools that aggregate logs and data to detect and prevent threats across systems.,SCLC01402,Default usernames,SLCA002,Identity & access,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000097,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,1074,What is the practice of inspecting and filtering incoming and outgoing network traffic?,A,SCLC01101,Firewalls,SLCA004,Defensive controls & hygiene,"The question describes packet filtering and traffic inspection, core firewall and perimeter security concepts.",SCLC00801,Infrastructure protection,SLCA005,Network & secure comms,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000098,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,136,What kind of attack intercepts and reads packets to understand the state of the communication taking place and makes contextual decisions regarding what traffic to allow and deny?,A,SCLC01101,Firewalls,SLCA004,Defensive controls & hygiene,"The question describes stateful packet inspection, a core firewall concept that tracks communication state to filter traffic.",SCLC01001,Regulatory/Legal,SLCA001,Fundamentals & governance,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000099,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,687,What is the most common network issue when setting up IPsec?,A,SCLC01101,Firewalls,SLCA004,Defensive controls & hygiene,"The question centers on firewall blocking of UDP ports 500 and 4500, a classic firewall-related IPsec setup issue.",SCLC02801,Other,SLCA008,Other,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC02801,Other,SLCA008,Other,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
gold_000100,CyberMetric,data/raw/huggingface/CyberMetric/CyberMetric-10000-v1.jsonl,26,What is the first thing a cyberattacker would want to do to launch an attack against an organization?,A,SCLC02001,Advanced cyber threats,SLCA006,Malware & advanced threats,"The question addresses attacker reconnaissance methodology, a foundational step in sophisticated cyber attack campaigns against organizations.",SCLC00301,Defensive measures,SLCA004,Defensive controls & hygiene,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,yes,no,no,no,no,SCLC00401,General hygiene,SLCA004,Defensive controls & hygiene,sknow-lab/Qwen2.5-14B-CIC-ACLARC,yes,no,no,no,no
